% subtitles -> transcripts
% subtitles with mutliple speakers are counted multiple times,
% with increasing numbers in the left column
% (ie. numbers in left column don't necessarily correspond to subtitle numbers)
% 'x' indicates absent line in transcripts
% subtitles with absent text are ignored
1	x
2	x
3	x
4	x
5	x
5	x
6	x
7	0
8	0
9	0
10	1
11	1
12	x
12	2
13	3
13	4
14	5
15	6
16	6
17	7
18	7
19	x
20	8
21	8
22	9
23	9
24	9
25	9
26	9
27	9
28	x
29	10
30	11
31	12
32	x
33	13
34	14
35	x
36	x
37	x
38	x
39	x
40	x
41	x
42	x
43	x
44	x
45	x
46	x
47	x
48	x
49	x
50	x
51	15
52	16
53	17
54	18
55	19
56	19
57	19
58	x
59	x
60	x
60	x
61	x
62	x
62	x
63	20
64	20
65	20
66	21
67	22
68	x
69	23
69	23
70	24
71	24
72	24
73	24
74	25
75	26
76	27
77	28
78	29
79	30
80	30
81	31
82	31
83	32
84	33
85	33
86	33
87	33
88	x
89	34
90	34
91	34
92	34
93	34
94	34
95	34
96	34
97	34
98	35
99	36
100	36
100	37
101	38
101	39
102	40
103	40
104	40
105	40
106	41
107	42
108	43
109	44
110	45
111	46
112	47
113	48
114	49
115	50
116	51
117	52
118	53
119	x
120	54
121	55
122	56
123	57
124	58
125	59
126	x
127	60
128	60
129	61
130	62
131	63
131	64
132	x
132	65
133	66
133	67
134	68
135	69
136	69
137	x
137	69
138	69
139	70
140	70
141	70
142	71
143	72
144	72
145	x
146	73
147	74
148	x
149	75
150	75
151	75
151	76
152	76
153	76
154	77
155	77
156	78
156	79
157	80
158	81
159	81
160	81
161	81
162	81
163	81
164	82
165	83
166	83
167	83
168	x
169	x
170	x
171	84
172	84
173	85
174	85
175	86
176	87
177	88
178	89
178	90
179	90
180	90
181	90
182	91
182	92
183	92
184	92
185	92
186	92
187	93
188	93
189	94
190	95
191	95
191	96
192	97
193	97
194	98
195	98
196	99
197	100
198	101
199	102
200	103
201	104
202	104
203	x
204	x
204	105
205	105
206	106
207	108
208	109
209	109
210	110
211	111
211	112
212	113
213	x
214	113
215	113
216	114
217	115
217	x
218	115
219	115
219	x
220	116
221	x
222	117
223	118
224	x
225	119
225	120
226	121
227	122
228	123
228	124
229	125
230	125
231	125
232	125
233	126
234	127
235	127
236	128
237	129
238	130
239	131
240	132
241	133
242	133
243	134
244	135
245	136
246	136
247	137
248	138
249	138
250	138
251	139
252	140
253	x
253	140
254	140
255	140
255	141
256	142
257	x
258	x
259	142
260	142
261	142
262	142
263	143
264	144
265	144
266	144
267	144
268	144
269	144
270	144
271	144
272	144
273	144
274	144
275	x
276	x
277	x
278	145
279	x
280	146
281	147
282	148
283	148
284	149
285	150
285	151
286	151
288	152
289	153
290	154
291	154
292	154
293	155
294	156
295	157
296	x
296	x
297	158
297	x
298	x
299	159
299	160
300	161
301	162
302	162
303	163
304	164
305	164
306	164
306	165
307	165
308	166
309	166
310	166
311	x
312	166
313	167
314	168
315	168
316	168
317	169
318	169
319	170
320	170
321	171
322	x
323	173
324	174
325	174
326	174
327	174
328	174
330	174
331	175
332	176
333	176
334	176
335	176
336	176
337	176
338	x
339	176
340	176
341	176
342	177
343	178
344	178
345	179
346	x
347	180
348	181
349	x
350	182
351	182
352	182
353	182
354	182
355	182
356	x
357	183
358	183
359	183
360	183
361	183
362	183
363	184
364	185
365	186
365	187
366	187
367	188
368	189
369	189
370	189
371	189
372	190
373	191
374	192
375	193
376	194
377	195
378	195
379	195
380	196
381	196
382	197
383	197
384	198
385	198
386	198
387	198
388	198
389	199
390	200
391	200
392	200
393	200
394	200
395	x
396	201
397	201
398	202
399	203
400	204
401	205
402	206
403	206
404	207
405	207
406	207
407	208
408	208
409	208
410	209
410	210
411	210
412	x
413	x
414	x
415	x
416	x
417	x
418	211
419	212
420	x
421	213
422	213
423	213
424	213
425	214
426	214
427	215
428	215
429	216
430	217
430	218
431	218
432	219
433	220
434	221
435	221
436	221
436	222
437	223
438	223
439	223
440	223
441	224
442	225
443	226
444	226
445	227
446	227
447	228
448	228
449	229
450	229
451	230
452	231
453	231
454	231
455	231
456	231
457	231
458	231
459	232
460	233
461	x
462	x
463	234
464	234
465	235
466	235
466	236
467	236
468	236
469	x
470	237
471	237
472	238
473	239
474	240
475	240
476	240
477	240
478	240
